,content,date,text,Length,sid_sentiment,finbert_label
1468,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1304010000,close order book earli group hold,6,0.0,0
1469,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1303510000,close order book earli group hold,6,0.0,0
1470,"['close', 'order', 'book', 'earli']",20140912 1303470000,close order book earli,4,0.0,0
1471,"['close', 'order', 'book', 'earli']",20140912 1303330000,close order book earli,4,0.0,0
1472,"['close', 'order', 'book', 'earli']",20140912 1303240000,close order book earli,4,0.0,0
1473,"['affect', 'market', 'major', 'china', 'stock', 'baba', 'dang']",20140912 1303040000,affect market major china stock baba dang,7,0.0,0
1474,"['close', 'order', 'book', 'earli']",20140912 1303000000,close order book earli,4,0.0,0
1475,"['close', 'order', 'book', 'earli']",20140912 1302350000,close order book earli,4,0.0,0
1476,"['close', 'order', 'book', 'earli']",20140912 1302120000,close order book earli,4,0.0,0
1477,['plan'],20140912 1302110000,plan,1,0.0,0
1478,"['close', 'order', 'book', 'earli', 'group', 'hold', 'l']",20140912 1302020000,close order book earli group hold l,7,0.4588,0
1479,"['fox', 'busi', 'news', 'report', 'close', 'book', 'earli', 'reportedli', 'close', 'book', 'earli']",20140912 1301530000,fox busi news report close book earli reportedli close book earli,11,0.0,0
1480,"['us', 'slip', 'yahoo', 'gain']",20140912 1301500000,us slip yahoo gain,4,0.5267,0
1481,"['biggest', 'time']",20140912 1301340000,biggest time,2,0.0,0
1482,"['close', 'order', 'book', 'earli', 'close', 'order', 'book']",20140912 1301130000,close order book earli close order book,7,0.0,0
1483,"['break', 'news', 'said', 'plan', 'earli', 'cover', 'price']",20140912 1300320000,break news said plan earli cover price,7,0.0,0
1484,"['seek', 'rais', 'much']",20140912 1300300000,seek rais much,3,0.0,0
1485,"['photo', 'via', 'biggest', 'market', 'valu', 'time', 'big', 'pictur']",20140912 1300200000,photo via biggest market valu time big pictur,8,0.0,0
1486,"['report', 'close', 'book', 'earli']",20140912 1300080000,report close book earli,4,0.0,0
1487,"['null', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'analysi', 'amid', 'fever', 'caution', 'market', 'link', 'remov']",20140912 1300070000,null null null null null null null null null null null analysi amid fever caution market link remov,18,0.0,0
1488,"['close', 'order', 'book', 'earli']",20140912 1259560000,close order book earli,4,0.0,0
1489,"['close', 'order', 'book', 'earli']",20140912 1259420000,close order book earli,4,0.0,0
1490,"['close', 'order', 'book', 'earli']",20140912 1259400000,close order book earli,4,0.0,0
1491,"['close', 'order', 'book', 'earli']",20140912 1259370000,close order book earli,4,0.0,0
1492,"['close', 'order', 'book', 'earli']",20140912 1259110000,close order book earli,4,0.0,0
1493,"['close', 'order', 'book', 'earli', 'busi']",20140912 1259070000,close order book earli busi,5,0.0,0
1494,"['close', 'order', 'book', 'earli']",20140912 1259000000,close order book earli,4,0.0,0
1495,"['news', 'close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1258550000,news close order book earli group hold,7,0.0,0
1496,"['close', 'order', 'book', 'earli']",20140912 1258450000,close order book earli,4,0.0,0
1497,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1258360000,close order book earli group hold,6,0.0,0
1498,"['close', 'order', 'book', 'earli']",20140912 1258230000,close order book earli,4,0.0,0
1499,"['said', 'plan', 'earli']",20140912 1257370000,said plan earli,3,0.0,0
1500,"['close', 'order', 'book', 'earli']",20140912 1257110000,close order book earli,4,0.0,0
1501,"['tech', 'close', 'order', 'book', 'earli', 'group']",20140912 1256560000,tech close order book earli group,6,0.0,0
1502,"['report', 'close', 'book', 'earli', 'financ', 'stock']",20140912 1256390000,report close book earli financ stock,6,0.0,0
1503,"['close', 'order', 'book', 'earli', 'link', 'remov']",20140912 1256280000,close order book earli link remov,6,0.0,0
1504,"['close', 'order', 'book', 'earli', 'busi', 'market']",20140912 1256180000,close order book earli busi market,6,0.0,0
1505,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker', 'shore']",20140912 1256170000,kingmak could creat new silicon valley power broker shore,9,0.0,0
1506,"['report', 'close', 'book', 'earli', 'reportedli', 'close']",20140912 1256040000,report close book earli reportedli close,6,0.0,0
1507,"['close', 'order', 'book']",20140912 1255530000,close order book,3,0.0,0
1508,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1255490000,close order book earli group hold,6,0.0,0
1509,"['close', 'order', 'book', 'earli']",20140912 1255470000,close order book earli,4,0.0,0
1510,"['close', 'order', 'book', 'earli']",20140912 1255220000,close order book earli,4,0.0,0
1511,"['close', 'order', 'book', 'earli', 'technolog']",20140912 1255130000,close order book earli technolog,5,0.0,0
1512,['sluit'],20140912 1255110000,sluit,1,0.0,0
1513,"['close', 'order', 'book', 'earli']",20140912 1254430000,close order book earli,4,0.0,0
1514,"['interest', 'see', 'go', 'belief']",20140912 1254000000,interest see go belief,4,0.4588,0
1515,"['close', 'order', 'book', 'earli']",20140912 1253490000,close order book earli,4,0.0,0
1516,"['close', 'order', 'book']",20140912 1253400000,close order book,3,0.0,0
1517,"['next', 'biggest', 'ever', 'stock']",20140912 1253230000,next biggest ever stock,4,0.0,0
1518,"['analysi', 'amid', 'fever', 'caution', 'market', 'via']",20140912 1253160000,analysi amid fever caution market via,6,0.0,0
1519,"['said', 'plan', 'order', 'book', 'earli', 'via']",20140912 1252500000,said plan order book earli via,6,0.0,0
1520,"['group', 'hold', 'close', 'order', 'book', 'earli']",20140912 1252490000,group hold close order book earli,6,0.0,0
1521,"['close', 'order', 'book', 'earli']",20140912 1252320000,close order book earli,4,0.0,0
1522,"['close', 'order', 'book', 'earli']",20140912 1252000000,close order book earli,4,0.0,0
1523,"['close', 'order', 'book', 'earli', 'link', 'remov']",20140912 1251580000,close order book earli link remov,6,0.0,0
1524,"['close', 'order', 'book', 'earli']",20140912 1251310000,close order book earli,4,0.0,0
1525,"['close', 'order', 'book', 'earli']",20140912 1250550000,close order book earli,4,0.0,0
1526,"['updat', 'close', 'order', 'book', 'earli']",20140912 1250460000,updat close order book earli,5,0.0,0
1527,"['close', 'order', 'book', 'earli']",20140912 1250430000,close order book earli,4,0.0,0
1528,"['close', 'order', 'book', 'earli']",20140912 1250390000,close order book earli,4,0.0,0
1529,"['close', 'order', 'book', 'earli', 'sept', 'group', 'hold']",20140912 1250150000,close order book earli sept group hold,7,0.0,0
1530,"['us', 'market', 'excit', 'anxiou', 'massiv', 'review']",20140912 1249590000,us market excit anxiou massiv review,6,0.0,0
1531,"['news', 'close', 'order', 'book', 'earli']",20140912 1249570000,news close order book earli,5,0.0,0
1532,"['close', 'order', 'book', 'earli']",20140912 1249550000,close order book earli,4,0.0,0
1533,"['close', 'order', 'book', 'earli']",20140912 1249520000,close order book earli,4,0.0,0
1534,"['close', 'order', 'book', 'earli', 'link', 'remov']",20140912 1249410000,close order book earli link remov,6,0.0,0
1535,"['close', 'order', 'book', 'earli', 'find']",20140912 1249380000,close order book earli find,5,0.0,0
1536,"['close', 'order', 'book', 'earli', 'news']",20140912 1249030000,close order book earli news,5,0.0,0
1537,"['close', 'order', 'book', 'earli']",20140912 1248180000,close order book earli,4,0.0,0
1538,"['close', 'order', 'earli', 'may', 'lift', 'price', 'new', 'york', 'time']",20140912 1248100000,close order earli may lift price new york time,9,0.0,1
1539,"['close', 'order', 'book']",20140912 1247570000,close order book,3,0.0,0
1540,"['close', 'order', 'book', 'earli']",20140912 1247490000,close order book earli,4,0.0,0
1541,"['close', 'order', 'book', 'earli']",20140912 1247450000,close order book earli,4,0.0,0
1542,"['yahoo', 'tech', 'close', 'order', 'book', 'earli']",20140912 1247430000,yahoo tech close order book earli,6,0.0,0
1543,"['order', 'close', 'earli', 'wed', 'capit', 'rais', 'could', 'exceed']",20140912 1247430000,order close earli wed capit rais could exceed,8,0.0,-1
1544,"['baba', 'accord', 'alreadi', 'fill', 'order', 'tech']",20140912 1246510000,baba accord alreadi fill order tech,6,0.0,0
1545,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1246170000,close order book earli group hold,6,0.0,0
1546,"['close', 'order', 'book']",20140912 1246100000,close order book,3,0.0,0
1547,"['close', 'order', 'book', 'earli']",20140912 1246030000,close order book earli,4,0.0,0
1548,"['need', 'know', 'baba']",20140912 1245030000,need know baba,3,0.0,0
1549,"['close', 'order', 'book', 'earli']",20140912 1245030000,close order book earli,4,0.0,0
1550,"['corpor', 'idiot', 'masoch', 'us']",20140912 1244440000,corpor idiot masoch us,4,-0.5106,0
1551,"['close', 'order', 'book']",20140912 1244420000,close order book,3,0.0,0
1552,"['de', 'dan']",20140912 1244350000,de dan,2,0.0,0
1553,"['new', 'post', 'close', 'order', 'book', 'earli']",20140912 1244180000,new post close order book earli,6,0.0,0
1554,"['close', 'order', 'book', 'earli']",20140912 1244030000,close order book earli,4,0.0,0
1555,"['null', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'analysi', 'amid', 'fever', 'caution', 'market', 'link', 'remov']",20140912 1243520000,null null null null null null null null null null analysi amid fever caution market link remov,17,0.0,0
1556,"['new', 'member', 'close', 'order', 'book', 'earli', 'pussi', 'teen']",20140912 1243410000,new member close order book earli pussi teen,8,0.0,0
1557,"['corpor', 'idiot', 'masoch', 'us']",20140912 1243110000,corpor idiot masoch us,4,-0.5106,0
1558,"['close', 'order', 'book', 'earli']",20140912 1243030000,close order book earli,4,0.0,0
1559,"['close', 'order', 'book', 'earli', 'sept', 'group', 'hold']",20140912 1242260000,close order book earli sept group hold,7,0.0,0
1560,"['chang', 'way', 'think', 'tech', 'via']",20140912 1242040000,chang way think tech via,5,0.0,0
1561,"['baba', 'earli', 'cover']",20140912 1241460000,baba earli cover,3,0.0,0
1562,"['new', 'post', 'close', 'order', 'book', 'earli', 'rush', 'news']",20140912 1241380000,new post close order book earli rush news,8,0.0,0
1563,"['close', 'earli', 'cover']",20140912 1241160000,close earli cover,3,0.0,0
1564,"['close', 'order', 'book', 'earli', 'sept', 'group', 'hold']",20140912 1241120000,close order book earli sept group hold,7,0.0,0
1565,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1241020000,close order book earli group hold,6,0.0,0
1566,"['new', 'post', 'close', 'order', 'book', 'earli']",20140912 1241020000,new post close order book earli,6,0.0,0
1567,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1241020000,close order book earli group hold,6,0.0,0
1568,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1241020000,close order book earli group hold,6,0.0,0
1569,"['close', 'order', 'book', 'earli']",20140912 1240580000,close order book earli,4,0.0,0
1570,"['close', 'order', 'book', 'earli', 'financ', 'stock']",20140912 1240550000,close order book earli financ stock,6,0.0,0
1571,"['close', 'order', 'book', 'earli']",20140912 1240500000,close order book earli,4,0.0,0
1572,"['close', 'order', 'book', 'earli']",20140912 1240490000,close order book earli,4,0.0,0
1573,"['close', 'order', 'book', 'earli', 'group']",20140912 1240360000,close order book earli group,5,0.0,0
1574,"['close', 'order', 'book', 'earli', 'via']",20140912 1240270000,close order book earli via,5,0.0,0
1575,"['close', 'order', 'book', 'earli']",20140912 1240200000,close order book earli,4,0.0,0
1576,"['close', 'order', 'book', 'earli', 'news']",20140912 1240160000,close order book earli news,5,0.0,0
1577,"['close', 'order', 'book', 'earli']",20140912 1240090000,close order book earli,4,0.0,0
1578,"['close', 'order', 'book', 'earli']",20140912 1240040000,close order book earli,4,0.0,0
1579,"['close', 'order', 'book', 'earli']",20140912 1239540000,close order book earli,4,0.0,0
1580,"['china', 'us', 'win', 'web']",20140912 1239110000,china us win web,4,0.5859,0
1581,"['group', 'hold', 'close', 'order', 'book', 'earli', 'receiv']",20140912 1239110000,group hold close order book earli receiv,7,0.0,0
1582,"['bet', 'boom', 'de']",20140912 1239050000,bet boom de,3,0.0,0
1583,"['close', 'order', 'book', 'earli', 'close', 'order', 'book']",20140912 1238380000,close order book earli close order book,7,0.0,0
1584,"['close', 'order', 'book']",20140912 1238310000,close order book,3,0.0,0
1585,"['close', 'order', 'book', 'earli']",20140912 1238270000,close order book earli,4,0.0,0
1586,"['close', 'order', 'book', 'earli', 'follow']",20140912 1238070000,close order book earli follow,5,0.0,0
1587,"['close', 'order', 'book', 'earli']",20140912 1238050000,close order book earli,4,0.0,0
1588,"['close', 'order', 'book', 'earli']",20140912 1237590000,close order book earli,4,0.0,0
1589,"['close', 'order', 'book', 'earli']",20140912 1237520000,close order book earli,4,0.0,0
1590,"['close', 'order', 'book', 'earli']",20140912 1237420000,close order book earli,4,0.0,0
1591,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237420000,close order book earli group hold,6,0.0,0
1592,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237410000,close order book earli group hold,6,0.0,0
1593,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237390000,close order book earli group hold,6,0.0,0
1594,"['sex', 'close', 'order', 'book', 'earli']",20140912 1237390000,sex close order book earli,5,0.0,0
1595,"['close', 'order', 'book', 'earli']",20140912 1237370000,close order book earli,4,0.0,0
1596,"['close', 'order', 'book', 'earli', 'technolog']",20140912 1237370000,close order book earli technolog,5,0.0,0
1597,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237340000,close order book earli group hold,6,0.0,0
1598,"['close', 'order', 'book', 'earli', 'group', 'hold', 'technolog']",20140912 1237330000,close order book earli group hold technolog,7,0.0,0
1599,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237330000,close order book earli group hold,6,0.0,0
1600,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237320000,close order book earli group hold,6,0.0,0
1601,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237320000,close order book earli group hold,6,0.0,0
1602,"['close', 'order', 'book', 'earli', 'tech']",20140912 1237310000,close order book earli tech,5,0.0,0
1603,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237290000,close order book earli group hold,6,0.0,0
1604,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237230000,close order book earli group hold,6,0.0,0
1605,"['busi', 'tech', 'close', 'order', 'book', 'earli']",20140912 1237220000,busi tech close order book earli,6,0.0,0
1606,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237220000,close order book earli group hold,6,0.0,0
1607,"['tech', 'close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237200000,tech close order book earli group hold,7,0.0,0
1608,"['close', 'order', 'book', 'earli']",20140912 1237180000,close order book earli,4,0.0,0
1609,"['close', 'order', 'earli', 'may', 'lift', 'price', 'new', 'york', 'time']",20140912 1237160000,close order earli may lift price new york time,9,0.0,1
1610,"['technolog', 'close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237160000,technolog close order book earli group hold,7,0.0,0
1611,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237160000,close order book earli group hold,6,0.0,0
1612,"['close', 'order', 'book', 'earli', 'group', 'hold', 'tech']",20140912 1237160000,close order book earli group hold tech,7,0.0,0
1613,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1237140000,close order book earli group hold,6,0.0,0
1614,"['close', 'order', 'book', 'earli', 'group', 'hold', 'p']",20140912 1237130000,close order book earli group hold p,7,0.0,0
1615,"['close', 'order', 'book', 'earli', 'group', 'hold', 'p']",20140912 1237130000,close order book earli group hold p,7,0.0,0
1616,"['close', 'order', 'book', 'earli', 'technolog']",20140912 1237120000,close order book earli technolog,5,0.0,0
1617,['learn'],20140912 1237110000,learn,1,0.0,0
1618,"['close', 'order', 'book', 'earli']",20140912 1237090000,close order book earli,4,0.0,0
1619,"['close', 'order', 'book', 'earli']",20140912 1236030000,close order book earli,4,0.0,0
1620,"['close', 'order', 'book', 'earli']",20140912 1235540000,close order book earli,4,0.0,0
1621,"['close', 'order', 'book', 'earli']",20140912 1235530000,close order book earli,4,0.0,0
1622,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235510000,close order book earli group hold,6,0.0,0
1623,"['close', 'order', 'book', 'earli']",20140912 1235490000,close order book earli,4,0.0,0
1624,"['close', 'order', 'book', 'earli', 'news']",20140912 1235450000,close order book earli news,5,0.0,0
1625,"['big', 'deal', 'argu', 'real', 'steal', 'via']",20140912 1235450000,big deal argu real steal via,6,-0.4939,0
1626,"['close', 'order', 'book', 'earli']",20140912 1235410000,close order book earli,4,0.0,0
1627,"['close', 'order', 'book', 'earli']",20140912 1235410000,close order book earli,4,0.0,0
1628,"['close', 'order', 'book', 'earli']",20140912 1235380000,close order book earli,4,0.0,0
1629,"['said', 'plan', 'order', 'book', 'earli', 'via']",20140912 1235340000,said plan order book earli via,6,0.0,0
1630,"['close', 'order', 'book', 'earli']",20140912 1235290000,close order book earli,4,0.0,0
1631,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235260000,close order book earli group hold,6,0.0,0
1632,"['close', 'order', 'book', 'earli']",20140912 1235260000,close order book earli,4,0.0,0
1633,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235220000,close order book earli group hold,6,0.0,0
1634,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235190000,close order book earli group hold,6,0.0,0
1635,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235140000,close order book earli group hold,6,0.0,0
1636,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235130000,close order book earli group hold,6,0.0,0
1637,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235130000,close order book earli group hold,6,0.0,0
1638,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235130000,close order book earli group hold,6,0.0,0
1639,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235120000,close order book earli group hold,6,0.0,0
1640,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235120000,close order book earli group hold,6,0.0,0
1641,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235090000,close order book earli group hold,6,0.0,0
1642,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1235080000,close order book earli group hold,6,0.0,0
1643,"['biggest', 'time']",20140912 1235050000,biggest time,2,0.0,0
1645,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1234570000,close order book earli group hold,6,0.0,0
1646,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1234550000,close order book earli group hold,6,0.0,0
1647,"['close', 'order', 'book', 'earli', 'group', 'hold']",20140912 1234530000,close order book earli group hold,6,0.0,0
1648,"['close', 'order', 'book', 'earli']",20140912 1234270000,close order book earli,4,0.0,0
1649,"['major', 'counterfeit', 'problem', 'crackdown', 'advanc']",20140912 1234270000,major counterfeit problem crackdown advanc,5,-0.4549,-1
1650,"['close', 'order', 'book', 'earli']",20140912 1234270000,close order book earli,4,0.0,0
1651,"['close', 'order', 'book', 'earli']",20140912 1234220000,close order book earli,4,0.0,0
1652,"['alway', 'say', 'price', 'cheap', 'rel', 'earn']",20140912 1234150000,alway say price cheap rel earn,6,0.0,1
1653,"['radio', 'fragment', 'en', 'de', 'de']",20140912 1233480000,radio fragment en de de,5,0.0,0
1654,"['close', 'order', 'earli', 'may', 'lift', 'price', 'new', 'york', 'time']",20140912 1233380000,close order earli may lift price new york time,9,0.0,1
1655,"['push', 'price', 'tad', 'said', 'plan', 'order', 'book', 'earli', 'via']",20140912 1233330000,push price tad said plan order book earli via,9,0.0,0
1656,"['close', 'strong', 'demand', 'baba']",20140912 1232210000,close strong demand baba,4,0.4215,1
1657,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker']",20140912 1230130000,kingmak could creat new silicon valley power broker,8,0.0,0
1658,"['valid', 'hypocrisi']",20140912 1230100000,valid hypocrisi,2,0.0,0
1659,"['seen', 'possibl', 'rais', 'price', 'rang', 'via']",20140912 1230080000,seen possibl rais price rang via,6,0.0,-1
1660,"['may', 'close', 'order', 'wed', 'look', 'see', 'squeez', 'round', 'golf']",20140912 1228020000,may close order wed look see squeez round golf,9,0.0,0
1661,"['null', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'analysi', 'amid', 'fever', 'caution', 'market', 'link', 'remov']",20140912 1227390000,null null null null null null null null null analysi amid fever caution market link remov,16,0.0,0
1662,"['said', 'plan', 'order', 'book', 'earli', 'via']",20140912 1227310000,said plan order book earli via,6,0.0,0
1663,"['analysi', 'amid', 'fever', 'caution']",20140912 1227010000,analysi amid fever caution,4,0.0,0
1664,"['break', 'news', 'said', 'plan', 'earli', 'cover', 'price']",20140912 1225000000,break news said plan earli cover price,7,0.0,0
1665,"['said', 'plan', 'order', 'book', 'earli', 'via']",20140912 1224390000,said plan order book earli via,6,0.0,0
1666,"['hypocrisi', 'econom', 'china']",20140912 1224350000,hypocrisi econom china,3,0.0,0
1667,"['said', 'plan', 'order', 'book', 'earli', 'via']",20140912 1223490000,said plan order book earli via,6,0.0,0
1668,"['plan', 'order', 'book', 'earli', 'amid', 'demand']",20140912 1223460000,plan order book earli amid demand,6,-0.128,0
1669,"['said', 'plan', 'order', 'book', 'earli']",20140912 1222010000,said plan order book earli,5,0.0,0
1670,"['amid', 'fever', 'caution', 'market']",20140912 1221090000,amid fever caution market,4,0.0,0
1671,"['tech', 'news', 'kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker']",20140912 1218500000,tech news kingmak could creat new silicon valley power broker,10,0.0,0
1672,"['amid', 'fever', 'caution', 'market']",20140912 1218340000,amid fever caution market,4,0.0,0
1673,"['said', 'plan', 'order', 'book', 'earli']",20140912 1218280000,said plan order book earli,5,0.0,0
1674,"['amid', 'fever', 'caution', 'market', 'new', 'york', 'highli', 'debut']",20140912 1217460000,amid fever caution market new york highli debut,8,0.0,-1
1675,"['earli', 'baba']",20140912 1216200000,earli baba,2,0.0,0
1676,"['lead', 'domin']",20140912 1215290000,lead domin,2,0.0,0
1677,"['amid', 'fever', 'caution', 'market']",20140912 1214210000,amid fever caution market,4,0.0,0
1679,"['money', 'go', 'come', 'stock', 'stock', 'baba']",20140912 1213520000,money go come stock stock baba,6,0.0,0
1680,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker']",20140912 1213480000,kingmak could creat new silicon valley power broker,8,0.0,0
1681,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker']",20140912 1212130000,kingmak could creat new silicon valley power broker,8,0.0,0
1682,"['say', 'go', 'strategi', 'mean']",20140912 1212110000,say go strategi mean,4,0.0,0
1683,"['null', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'analysi', 'amid', 'fever', 'caution', 'market', 'link', 'remov']",20140912 1210380000,null null null null null null null null analysi amid fever caution market link remov,15,0.0,0
1684,"['tout', 'real', 'steal']",20140912 1210240000,tout real steal,3,-0.5719,0
1685,"['amid', 'fever', 'caution', 'market']",20140912 1209350000,amid fever caution market,4,0.0,0
1686,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker']",20140912 1208570000,kingmak could creat new silicon valley power broker,8,0.0,0
1687,"['busi', 'news', 'tout', 'real', 'steal']",20140912 1208450000,busi news tout real steal,5,-0.5719,0
1688,"['mobil', 'commerc']",20140912 1207310000,mobil commerc,2,0.0,0
1689,"['jack', 'ma', 'scrappi', 'us']",20140912 1206030000,jack ma scrappi us,4,0.0,0
1690,"['close', 'earli', 'cover']",20140912 1205290000,close earli cover,3,0.0,0
1691,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker']",20140912 1201450000,kingmak could creat new silicon valley power broker,8,0.0,0
1692,"['close', 'earli', 'cover', 'via']",20140912 1201280000,close earli cover via,4,0.0,0
1693,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker', 'shore']",20140912 1200390000,kingmak could creat new silicon valley power broker shore,9,0.0,0
1694,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker', 'shore']",20140912 1200390000,kingmak could creat new silicon valley power broker shore,9,0.0,0
1695,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker', 'shore']",20140912 1200380000,kingmak could creat new silicon valley power broker shore,9,0.0,0
1696,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker', 'shore']",20140912 1200380000,kingmak could creat new silicon valley power broker shore,9,0.0,0
1697,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker', 'shore']",20140912 1200370000,kingmak could creat new silicon valley power broker shore,9,0.0,0
1698,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker', 'shore']",20140912 1200360000,kingmak could creat new silicon valley power broker shore,9,0.0,0
1699,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker', 'shore']",20140912 1200360000,kingmak could creat new silicon valley power broker shore,9,0.0,0
1700,"['kingmak', 'could', 'creat', 'new', 'silicon', 'valley', 'power', 'broker']",20140912 1200290000,kingmak could creat new silicon valley power broker,8,0.0,0
1701,"['rais', 'billion', 'proce', 'that', 'ever']",20140912 1200240000,rais billion proce that ever,5,0.0,0
1702,['full'],20140912 1200050000,full,1,0.0,0
1703,"['said', 'plan', 'earli', 'cover', 'baba']",20140912 1157250000,said plan earli cover baba,5,0.0,0
1704,"['big', 'deal', 'argu', 'real', 'steal', 'via']",20140912 1157090000,big deal argu real steal via,6,-0.4939,0
1705,"['baba', 'plan', 'earli', 'cover']",20140912 1156550000,baba plan earli cover,4,0.0,0
1706,"['amid', 'fever', 'caution', 'market', 'risk', 'appetit', 'k', 'test', 'next']",20140912 1155590000,amid fever caution market risk appetit k test next,9,-0.2732,0
1707,"['baba', 'earli', 'cover', 'price', 'holi', 'batman']",20140912 1155120000,baba earli cover price holi batman,6,0.0,0
1708,"['biggest', 'time']",20140912 1155090000,biggest time,2,0.0,0
1709,"['said', 'close', 'subscript', 'price', 'touch', 'higher', 'eh']",20140912 1155080000,said close subscript price touch higher eh,7,0.0,1
1710,"['biggest', 'time']",20140912 1154330000,biggest time,2,0.0,0
1711,"['la', 'che', 'la', 'di', 'prima', 'equiti']",20140912 1154290000,la che la di prima equiti,6,0.0,0
1713,"['economi', 'still']",20140912 1153390000,economi still,2,0.0,0
1714,"['biggest', 'market', 'valu', 'time', 'via']",20140912 1153390000,biggest market valu time via,5,0.0,0
1715,"['amid', 'fever', 'caution', 'market']",20140912 1153370000,amid fever caution market,4,0.0,0
1716,"['null', 'null', 'null', 'null', 'null', 'null', 'null', 'analysi', 'amid', 'fever', 'caution', 'market']",20140912 1153340000,null null null null null null null analysi amid fever caution market,12,0.0,0
1717,"['pathet', 'good', 'luck', 'get', 'want', 'particip', 'buy']",20140912 1151540000,pathet good luck get want particip buy,7,0.7351,0
1718,"['break', 'news', 'said', 'plan', 'earli', 'cover', 'price']",20140912 1150330000,break news said plan earli cover price,7,0.0,0
1719,"['close', 'earli', 'cover']",20140912 1147400000,close earli cover,3,0.0,0
1720,"['e', 'w']",20140912 1147360000,e w,2,0.0,0
1721,"['break', 'said', 'plan', 'earli', 'cover']",20140912 1146530000,break said plan earli cover,5,0.0,0
1722,"['baba', 'said', 'plan', 'earli', 'cover']",20140912 1145300000,baba said plan earli cover,5,0.0,0
1724,"['think', 'amid', 'fever', 'caution', 'market']",20140912 1145140000,think amid fever caution market,5,0.0,0
1725,"['expect', 'big', 'fat', 'via']",20140912 1144520000,expect big fat via,4,0.0,0
1726,"['amid', 'fever', 'caution', 'market']",20140912 1143100000,amid fever caution market,4,0.0,0
1727,"['said', 'plan', 'earli', 'cover', 'baba']",20140912 1142020000,said plan earli cover baba,5,0.0,0
1728,"['said', 'plan', 'earli', 'cover', 'price']",20140912 1141350000,said plan earli cover price,5,0.0,0
