,content,date,text,Length,sid_sentiment,finbert_label
427,"['f', 'day', 'convert', 'note', 'look', 'valu', 'f', 'look', 'f', 'ford', 'w', 'windfal', 'ford', 'valu', 'given', 'lot']",20211102 0100460000,f day convert note look valu f look f ford w windfal ford valu given lot,16,0.0,0
428,"['next', 'week', 'could', 'potenti', 'blockbust', 'yearlong']",20211102 0058200000,next week could potenti blockbust yearlong,6,0.0,0
429,"['automot', 'share']",20211102 0057210000,automot share,2,0.296,0
430,"['could', 'worth', 'nearli', 'much', 'honda', 'us']",20211102 0055300000,could worth nearli much honda us,6,0.2263,0
431,"['come', 'soon', 'share']",20211102 0055190000,come soon share,3,0.296,0
432,"['post', 'new', 'electr', 'vehicl', 'maker', 'rais', 'billion']",20211102 0055000000,post new electr vehicl maker rais billion,7,0.0,0
433,['valuat'],20211102 0049540000,valuat,1,0.0,0
434,"['electr', 'vehicl', 'maker', 'rais', 'billion', 'via', 'fox', 'biz']",20211102 0047530000,electr vehicl maker rais billion via fox biz,8,0.0,0
435,"['go', 'public', 'next', 'week', 'billion', 'electr', 'truck', 'busi', 'list']",20211102 0042540000,go public next week billion electr truck busi list,9,0.0,0
436,"['automot', 'valuat', 'billion']",20211102 0042160000,automot valuat billion,3,0.0,0
437,"['use', 'request', 'access', 'interest', 'specul', 'play', 'pretti', 'steep', 'valuat', 'though', 'ford', 'well', 'van', 'order', 'pipelin', 'alreadi', 'tough', 'gaug']",20211102 0041230000,use request access interest specul play pretti steep valuat though ford well van order pipelin alreadi tough gaug,18,0.7184,0
438,"['platform', 'give', 'retail', 'earli', 'access', 'purchas', 'stock', 'best']",20211102 0040560000,platform give retail earli access purchas stock best,8,0.6369,0
439,"['da', 'buy']",20211102 0040470000,da buy,2,0.0,0
440,"['focu', 'continu', 'bubbl', 'mania', 'also', 'forget', 'anoth', 'huge', 'bubbl', 'make', 'like', 'execut', 'far', 'crazi', 'valuat']",20211102 0039060000,focu continu bubbl mania also forget anoth huge bubbl make like execut far crazi valuat,15,0.4404,0
441,"['billion', 'valuat', 'upcom']",20211102 0037420000,billion valuat upcom,3,0.0,0
442,"['retail', 'get', 'join', 'cours']",20211102 0037290000,retail get join cours,4,0.296,0
443,"['could', 'worth', 'nearli', 'much', 'honda', 'us', 'via']",20211102 0035250000,could worth nearli much honda us via,7,0.2263,0
444,"['electr', 'vehicl', 'maker', 'rais', 'billion', 'via']",20211102 0034590000,electr vehicl maker rais billion via,6,0.0,0
445,"['sign', 'news']",20211102 0034470000,sign news,2,0.0,0
446,"['could', 'worth', 'nearli', 'much', 'honda', 'us']",20211102 0033460000,could worth nearli much honda us,6,0.2263,0
447,"['worth', 'founder']",20211102 0033060000,worth founder,2,0.2263,0
448,"['like', 'gratitud', 'billion', 'valuat', 'upcom']",20211102 0032510000,like gratitud billion valuat upcom,5,0.3612,0
449,"['said', 'price', 'interest', 'aggreg', 'compani', 'said', 'also', 'give', 'retail', 'access', 'purchas', 'portion', 'platform']",20211102 0032280000,said price interest aggreg compani said also give retail access purchas portion platform,13,0.4588,0
450,"['sell', 'also', 'wonder', 'opportun', 'get', 'list', 'price', 'wonder']",20211102 0031400000,sell also wonder opportun get list price wonder,8,0.0,0
451,"['stock', 'begin', 'trade']",20211102 0030050000,stock begin trade,3,0.0,0
452,['billion'],20211102 0028480000,billion,1,0.0,0
453,"['billion', 'valuat', 'via']",20211102 0028360000,billion valuat via,3,0.0,0
454,"['price', 'valuat', 'near', 'billion', 'f', 'trade']",20211102 0027320000,price valuat near billion f trade,6,0.0,0
455,"['go', 'next', 'week', 'also', 'alreadi', 'go', 'higher']",20211102 0027190000,go next week also alreadi go higher,7,0.0,0
456,"['wait', 'e', 'vehicl', 'god', 'damn', 'didnt', 'think', 'go', 'happen', 'soon']",20211102 0027180000,wait e vehicl god damn didnt think go happen soon,10,-0.1531,0
457,"['para', 'de', 'un', 'el']",20211102 0026170000,para de un el,4,0.0,0
458,"['billion', 'valuat', 'via']",20211102 0024580000,billion valuat via,3,0.0,0
459,"['auto', 'price']",20211102 0022290000,auto price,2,0.0,0
460,"['closer', 'seek', 'billion', 'evalu', 'east']",20211102 0021330000,closer seek billion evalu east,5,0.0,0
461,"['see', 'beyond', 'price', 'time']",20211102 0020190000,see beyond price time,4,0.0,0
462,"['could', 'worth', 'nearli', 'much', 'honda', 'us']",20211102 0020080000,could worth nearli much honda us,6,0.2263,0
464,"['massiv', 'rug', 'pull', 'come', 'invest', 'pump', 'dump', 'like']",20211102 0016100000,massiv rug pull come invest pump dump like,8,-0.0258,0
465,"['could', 'worth', 'nearli', 'much', 'honda', 'us', 'via']",20211102 0015260000,could worth nearli much honda us via,7,0.2263,0
466,"['maker', 'billion', 'valuat']",20211102 0014270000,maker billion valuat,3,0.0,0
467,"['automot', 'share']",20211102 0010540000,automot share,2,0.296,0
468,"['hi', 'offer', 'notic', 'period', 'pleas']",20211102 0010390000,hi offer notic period pleas,5,0.0,0
469,"['seek', 'valuat', 'price', 'per', 'share']",20211102 0010150000,seek valuat price per share,5,0.296,0
470,"['could', 'worth', 'nearli', 'much', 'honda', 'us']",20211102 0010140000,could worth nearli much honda us,6,0.2263,0
471,['access'],20211102 0009360000,access,1,0.0,0
472,"['automot', 'billion', 'valuat', 'near', 'billion']",20211102 0007270000,automot billion valuat near billion,5,0.0,0
473,"['billion', 'valuat']",20211102 0006340000,billion valuat,2,0.0,0
474,"['electr', 'vehicl', 'maker', 'rais', 'billion']",20211102 0003120000,electr vehicl maker rais billion,5,0.0,0
475,"['retail', 'investor', 'offer']",20211102 0000560000,retail investor offer,3,0.0,0
476,"['look', 'rais', 'billion']",20211102 0000390000,look rais billion,3,0.0,0
477,"['automot', 'billion', 'valuat']",20211102 0000200000,automot billion valuat,3,0.0,0
478,"['f', 'ford', 'motor', 'compani', 'way', 'valu', 'mention', 'strong', 'posit', 'pend']",20211103 2359050000,f ford motor compani way valu mention strong posit pend,10,0.5106,1
479,"['rais', 'billion', 'assum', 'exercis', 'option', 'buy', 'million']",20211103 2318150000,rais billion assum exercis option buy million,7,0.0,0
480,"['next', 'compani', 'said', 'offer', 'million', 'price', 'valuat', 'near', 'billion']",20211103 2314260000,next compani said offer million price valuat near billion,9,0.0,0
481,"['launch', 'month']",20211103 2230220000,launch month,2,0.0,0
482,"['around', 'thanksgiv', 'keep', 'open', 'til', 'least']",20211103 2219100000,around thanksgiv keep open til least,6,0.0,0
483,"['launch', 'next', 'big', 'day', 'sharehold', 'could', 'ralli', 'alongsid', 'day']",20211103 2203480000,launch next big day sharehold could ralli alongsid day,9,0.0,0
485,"['could', 'worth', 'nearli', 'much', 'honda']",20211103 2125350000,could worth nearli much honda,5,0.2263,0
486,"['appar', 'doesnt', 'hand', 'everyth', 'yet', 'give', 'time', 'exampl', 'stake', 'market']",20211103 2125030000,appar doesnt hand everyth yet give time exampl stake market,10,-0.3875,0
487,['think'],20211103 2107130000,think,1,0.0,0
488,"['refer', 'price', 'buy', 'go', 'public']",20211103 2050120000,refer price buy go public,5,0.0,0
490,"['might', 'sell', 'fund', 'dart', 'throw', 'would', 'ran', 'bit']",20211103 2006440000,might sell fund dart throw would ran bit,8,0.0,0
491,"['par', 'introduct', 'en', 'bours', 'de']",20211103 2006310000,par introduct en bours de,5,0.0,0
492,['moon'],20211103 1959130000,moon,1,0.0,0
493,"['recognit', 'relev', 'market', 'friendli', 'overtur', 'toward', 'retail', 'decreas', 'often', 'commun']",20211103 1937180000,recognit relev market friendli overtur toward retail decreas often commun,10,0.0,0
494,"['like', 'chanc', 'get', 'user', 'pretti', 'cool']",20211103 1924580000,like chanc get user pretti cool,6,0.5859,0
495,"['rais', 'billion', 'go', 'public', 'make', 'us', 'last', 'decad']",20211103 1924460000,rais billion go public make us last decad,8,0.0,0
496,"['knew', 'didnt', 'excit', 'market', 'dead', 'wrong', 'next', 'week']",20211103 1923340000,knew didnt excit market dead wrong next week,8,0.088,0
497,"['place', 'get']",20211103 1919080000,place get,2,0.0,0
498,"['new', 'forum', 'today', 'what', 'go', 'z', 'upcom', 'advantag', 'new', 'peopl', 'join', 'join']",20211103 1910130000,new forum today what go z upcom advantag new peopl join join,12,0.5267,0
499,"['get', 'later', 'month', 'float', 'start', 'hope', 'goe', 'well']",20211103 1904510000,get later month float start hope goe well,8,0.6124,0
500,"['could', 'worth', 'nearli', 'much', 'honda']",20211103 1901450000,could worth nearli much honda,5,0.2263,0
501,"['worth', 'almost', 'cheap', 'similar', 'qualiti', 'theyr', 'due', 'sell', 'possibl', 'see', 'big', 'move', 'next', 'week', 'focu']",20211103 1901330000,worth almost cheap similar qualiti theyr due sell possibl see big move next week focu,15,0.2263,0
502,"['surg', 'ahead', 'hotli', 'stock', 'invest', 'stock']",20211103 1854030000,surg ahead hotli stock invest stock,6,0.0,0
503,"['electr', 'vehicl', 'maker', 'valuat', 'come', 'despit', 'suffer', 'grow', 'rang', 'electr']",20211103 1835310000,electr vehicl maker valuat come despit suffer grow rang electr,10,-0.5423,0
504,['wen'],20211103 1833520000,wen,1,0.0,0
505,"['bird', 'debut', 'day', 'whole', 'shoe', 'industri', 'deck', 'mind', 'next', 'week', 'industri', 'rise', 'tide']",20211103 1832280000,bird debut day whole shoe industri deck mind next week industri rise tide,13,0.0,0
506,"['news', 'rais', 'billion', 'go', 'public', 'make', 'us', 'last', 'decad']",20211103 1816340000,news rais billion go public make us last decad,9,0.0,0
507,"['news', 'blockbust', 'market', 'debut', 'need', 'know']",20211103 1811230000,news blockbust market debut need know,6,0.0,0
508,"['surg', 'ahead', 'hotli', 'stock']",20211103 1750270000,surg ahead hotli stock,4,0.0,0
509,"['alway', 'deceiv', 'common', 'man', 'actual', 'pay', 'public', 'open', 'record', 'year', 'stay', 'hot', 'next', 'week', 'get', 'pop', 'f']",20211103 1746060000,alway deceiv common man actual pay public open record year stay hot next week get pop f,17,-0.1027,0
510,"['electr', 'vehicl', 'maker', 'valuat']",20211103 1732540000,electr vehicl maker valuat,4,0.0,0
511,"['taken', 'similar', 'approach', 'think', 'break', 'due', 'natur']",20211103 1724200000,taken similar approach think break due natur,7,0.0,0
512,"['introduct', 'en', 'bours', 'de', 'pickup', 'sur', 'la', 'comment']",20211103 1715330000,introduct en bours de pickup sur la comment,8,0.0,0
513,"['see', 'upcom', 'list', 'look', 'automot']",20211103 1714450000,see upcom list look automot,5,0.0,0
514,"['updat', 'automot', 'billion', 'economi', 'busi', 'stock']",20211103 1709170000,updat automot billion economi busi stock,6,0.0,0
515,"['cop', 'note', 'offer', 'earli', 'retail']",20211103 1654280000,cop note offer earli retail,5,0.0,0
516,"['what', 'compani', 'truck', 'follow', 'progress', 'year', 'excit', 'see', 'produc', 'think', 'see', 'lightn', 'big', 'challeng', 'market']",20211103 1643110000,what compani truck follow progress year excit see produc think see lightn big challeng market,15,0.4215,0
517,"['introduct', 'en', 'bours', 'de']",20211103 1641140000,introduct en bours de,4,0.0,0
518,"['de', 'de', 'us', 'e', 'mal', 'e', 'honda', 'em', 'valor', 'de']",20211103 1630210000,de de us e mal e honda em valor de,10,0.0,0
519,"['insid', 'pipelin', 'biggest', 'weav', 'offer', 'went', 'public', 'last', 'week']",20211103 1615460000,insid pipelin biggest weav offer went public last week,9,0.0,0
520,"['seek', 'billion', 'valuat', 'upcom', 'electr', 'vehicl', 'beat', 'battl', 'build', 'first', 'electr', 'pickup', 'convers', 'fox', 'busi', 'see', 'buyer']",20211103 1615440000,seek billion valuat upcom electr vehicl beat battl build first electr pickup convers fox busi see buyer,17,0.0,0
521,"['could', 'valu', 'nearli', 'much', 'honda', 'us', 'japan', 'time']",20211103 1606480000,could valu nearli much honda us japan time,8,0.0,0
522,"['could', 'worth', 'nearli', 'much', 'honda', 'us']",20211103 1605000000,could worth nearli much honda us,6,0.2263,0
523,"['stock', 'buy', 'via']",20211103 1556170000,stock buy via,3,0.0,0
524,"['could', 'valu', 'compani', 'almost']",20211103 1549340000,could valu compani almost,4,0.0,0
525,"['f', 'new', 'base', 'push', 'forward', 'mani', 'buy', 'come', 'next', 'week']",20211103 1546020000,f new base push forward mani buy come next week,10,0.0,1
526,['tomorrow'],20211103 1529330000,tomorrow,1,0.0,0
527,"['classi', 'move', 'part', 'provid', 'help', 'custom', 'regard', 'come']",20211103 1523120000,classi move part provid help custom regard come,8,0.4019,0
528,"['automot', 'valuat', 'billion']",20211103 1515050000,automot valuat billion,3,0.0,0
529,"['launch', 'month', 'million', 'price', 'billion']",20211103 1505000000,launch month million price billion,5,0.0,0
530,"['could', 'valu', 'compani', 'compani', 'end', 'automot']",20211103 1437250000,could valu compani compani end automot,6,0.0,0
531,['em'],20211103 1420370000,em,1,0.0,0
532,"['great', 'peopl', 'see', 'platform', 'fianc', 'like', 'damn', 'cool']",20211103 1418220000,great peopl see platform fianc like damn cool,8,0.7351,0
534,"['initi', 'price', 'share']",20211103 1354550000,initi price share,3,0.296,0
535,"['dont', 'think', 'peopl', 'big', 'futur', 'custom', 'growth']",20211103 1346190000,dont think peopl big futur custom growth,7,0.3818,0
536,"['billion', 'valuat']",20211103 1335400000,billion valuat,2,0.0,0
537,"['de', 'honda', 'em']",20211103 1333410000,de honda em,3,0.0,0
538,"['electr', 'vehicl', 'maker', 'rais', 'billion']",20211103 1315140000,electr vehicl maker rais billion,5,0.0,0
539,"['miss', 'news', 'yesterday', 'get', 'speed', 'set', 'start', 'trade', 'symbol', 'stock', 'slide', 'amid', 'billion']",20211103 1315030000,miss news yesterday get speed set start trade symbol stock slide amid billion,13,-0.1531,-1
540,"['back', 'electr', 'vehicl', 'go', 'doubl', 'price', 'pace']",20211103 1308050000,back electr vehicl go doubl price pace,7,0.0,0
541,"['one', 'lot', 'energi', 'premium', 'electr', 'seek', 'market', 'cap', 'big', 'compani', 'ford', 'alreadi']",20211103 1305120000,one lot energi premium electr seek market cap big compani ford alreadi,12,0.0,0
542,"['introduct', 'en', 'bours', 'de']",20211103 1302060000,introduct en bours de,4,0.0,0
543,"['look', 'forward', 'stripe', 'eta', 'late', 'automot', 'eta', 'late', 'eta', 'late']",20211103 1253430000,look forward stripe eta late automot eta late eta late,10,0.0,0
544,"['de', 'honda']",20211103 1237490000,de honda,2,0.0,0
545,"['automot', 'valuat', 'billion']",20211103 1206390000,automot valuat billion,3,0.0,0
546,"['yeah', 'import', 'overal', 'limit', 'id', 'rather', 'output', 'high', 'high', 'want', 'ramp', 'van', 'time', 'truck', 'smart']",20211103 1203440000,yeah import overal limit id rather output high high want ramp van time truck smart,15,0.6369,0
547,"['could', 'valu', 'nearli', 'much', 'honda', 'us', 'mobil']",20211103 1141380000,could valu nearli much honda us mobil,7,0.0,0
548,"['valuat', 'via']",20211103 1126010000,valuat via,2,0.0,0
549,"['put', 'condit', 'offer', 'particip', 'get', 'mani', 'usual', 'enough', 'go', 'around', 'well', 'see', 'get', 'alloc']",20211103 1119520000,put condit offer particip get mani usual enough go around well see get alloc,14,0.2732,0
550,['launch'],20211103 1056100000,launch,1,0.0,0
552,"['tap', 'plan', 'entrepreneur']",20211103 1035030000,tap plan entrepreneur,3,0.0,0
553,['automot'],20211103 1004260000,automot,1,0.0,0
554,"['si', 'per', 'lo', 'al', 'con', 'da']",20211103 0920070000,si per lo al con da,6,0.0,0
555,"['new', 'post', 'invest', 'automot', 'automot']",20211103 0843070000,new post invest automot automot,5,0.0,0
556,"['insid', 'sell', 'portion', 'billion', 'directli']",20211103 0837270000,insid sell portion billion directli,5,0.0,0
557,"['closer', 'seek', 'billion', 'evalu']",20211103 0828430000,closer seek billion evalu,4,0.0,0
559,"['set', 'launch', 'next', 'week', 'initi', 'valuat', 'billion', 'featur']",20211103 0800340000,set launch next week initi valuat billion featur,8,0.0,0
561,"['get', 'readi', 'next', 'excit', 'maker', 'hit', 'street', 'automot', 'sell', 'apiec', 'valuat', 'accord', 'regulatori', 'file']",20211103 0749140000,get readi next excit maker hit street automot sell apiec valuat accord regulatori file,14,0.0,0
562,"['seek', 'upcom', 'deliveri', 'backlog', 'take', 'till', 'end', 'that', 'rev', 'next', 'good', 'success', 'ramp', 'product', 'yoy', 'cross', 'annual', 'prod']",20211103 0743120000,seek upcom deliveri backlog take till end that rev next good success ramp product yoy cross annual prod,18,0.765,0
563,"['van', 'dor', 'en']",20211103 0739040000,van dor en,3,0.0,0
564,"['rais', 'billion']",20211103 0726180000,rais billion,2,0.0,0
565,"['could', 'rais', 'billion', 'readi', 'take', 'auto']",20211103 0711370000,could rais billion readi take auto,6,0.0,0
566,"['ford', 'automot', 'bi', 'dollar', 'plant', 'da', 'aller']",20211103 0701420000,ford automot bi dollar plant da aller,7,0.0,0
567,"['get', 'bucket', 'load', 'revenu', 'host']",20211103 0646430000,get bucket load revenu host,5,0.0,0
568,"['electr', 'vehicl', 'maker', 'rais', 'billion']",20211103 0646340000,electr vehicl maker rais billion,5,0.0,0
569,"['charter', 'earn', 'offer', 'help', 'sure']",20211103 0642060000,charter earn offer help sure,5,0.6124,0
570,"['technic', 'analysi', 'teardown', 'next', 'week']",20211103 0641390000,technic analysi teardown next week,5,0.0,-1
571,"['produc', 'almost', 'oper', 'go', 'public', 'set', 'valuat', 'paper', 'compani', 'built', 'wold', 'least', 'nice', 'give', 'em', 'day']",20211103 0628470000,produc almost oper go public set valuat paper compani built wold least nice give em day,16,-0.3252,0
572,"['made', 'made', 'easi']",20211103 0516410000,made made easi,3,0.0,0
573,"['edit', 'valuat', 'million', 'valuat']",20211103 0515020000,edit valuat million valuat,4,0.0,0
574,"['kim', 'tun', 'ti', 'v', 'v', 'c', 'mong', 'bom', 'cho']",20211103 0509360000,kim tun ti v v c mong bom cho,9,0.0,0
575,"['till', 'nu', 'och', 'p', 'jag', 'sina']",20211103 0504470000,till nu och p jag sina,6,0.0,0
577,"['f', 'huge', 'week']",20211103 0437310000,f huge week,3,0.3182,0
578,"['stock', 'know', 'come', 'still', 'middl', 'market', 'inde', 'may', 'tune', 'year', 'one', 'record', 'howev', 'there', 'one', 'upcom']",20211103 0437290000,stock know come still middl market inde may tune year one record howev there one upcom,16,0.0,-1
579,"['valuat', 'come', 'first']",20211103 0432030000,valuat come first,3,0.0,0
580,"['new', 'truck', 'commerci', 'vehicl', 'order', 'commerci', 'deliveri', 'name', 'price', 'consum', 'drive']",20211103 0427170000,new truck commerci vehicl order commerci deliveri name price consum drive,11,0.0,0
581,"['could', 'worth', 'nearli', 'much', 'honda']",20211103 0423030000,could worth nearli much honda,5,0.2263,0
583,"['retail', 'ape', 'earli', 'hedg', 'fund', 'bring', 'home']",20211103 0403420000,retail ape earli hedg fund bring home,7,0.0,0
584,"['truck', 'market']",20211103 0351150000,truck market,2,0.0,0
585,['ford'],20211103 0335300000,ford,1,0.0,0
586,"['get', 'babi', 'sell', 'portion', 'billion', 'directli']",20211103 0316220000,get babi sell portion billion directli,6,0.0,0
587,"['announc', 'date']",20211103 0258260000,announc date,2,0.0,0
588,"['da', 'record']",20211103 0151440000,da record,2,0.0,0
589,"['ur', 'thought']",20211103 0137340000,ur thought,2,0.0,0
590,['think'],20211103 0136110000,think,1,0.0,0
591,['via'],20211103 0135470000,via,1,0.0,0
592,"['sell', 'portion', 'directli', 'retail']",20211103 0112150000,sell portion directli retail,4,0.0,0
593,"['cant', 'wait']",20211103 0110040000,cant wait,2,0.0,0
594,"['havent', 'pay', 'attent', 'work', 'video', 'video', 'lucid', 'video', 'come', 'later']",20211103 0057470000,havent pay attent work video video lucid video come later,10,0.0762,0
595,"['financi', 'daili', 'dose', 'top', 'stori', 'maker', 'seek', 'market', 'valu', 'come']",20211103 0028120000,financi daili dose top stori maker seek market valu come,10,0.2023,0
596,"['electr', 'vehicl', 'maker', 'valuat']",20211103 0009370000,electr vehicl maker valuat,4,0.0,0
597,"['stock', 'buy', 'billion', 'valuat', 'loom', 'via', 'yahoo']",20211103 0003240000,stock buy billion valuat loom via yahoo,7,-0.2263,0
598,"['rival', 'rais', 'need', 'know']",20211103 0002550000,rival rais need know,4,0.0,0
599,"['next', 'week', 'probabl', 'someth']",20211104 2354040000,next week probabl someth,4,0.0,0
600,"['electr', 'recent', 'former', 'market', 'vice', 'presid', 'gender']",20211104 2348210000,electr recent former market vice presid gender,7,0.0,0
601,"['great', 'plug', 'jeff', 'crew', 'besid', 'adventur', 'set']",20211104 2348150000,great plug jeff crew besid adventur set,7,0.6249,0
602,"['wall', 'street', 'journal', 'stori', 'declin', 'comment', 'quiet', 'period']",20211104 2338450000,wall street journal stori declin comment quiet period,8,0.0,0
603,"['sold', 'earn', 'bout', 'back', 'earn', 'wait']",20211104 2326360000,sold earn bout back earn wait,6,0.0,0
604,"['els', 'come']",20211104 2325000000,els come,2,0.0,0
606,"['starl', 'stripe', 'look', 'forward']",20211104 2208370000,starl stripe look forward,4,0.0,0
607,"['mani', 'new', 'revenu', 'ralli', 'back']",20211104 2204250000,mani new revenu ralli back,5,0.0,0
608,"['love', 'first', 'car', 'good', 'look', 'design', 'classic', 'style', 'find', 'lot', 'comparison', 'futurist', 'practic', 'mani', 'get', 'product', 'right', 'well', 'verdict']",20211104 2143330000,love first car good look design classic style find lot comparison futurist practic mani get product right well verdict,19,0.8689,0
609,"['electr', 'car', 'cours', 'toxic', 'tech', 'cultur', 'goe', 'without', 'say', 'pretti', 'much', 'everi', 'field', 'full', 'toxic', 'tech']",20211104 2138340000,electr car cours toxic tech cultur goe without say pretti much everi field full toxic tech,16,0.0,0
610,"['scale', 'much', 'sinc', 'fellow', 'electr', 'vehicl', 'maker', 'million', 'public', 'debut', 'exchang']",20211104 2110020000,scale much sinc fellow electr vehicl maker million public debut exchang,11,0.0,0
611,['think'],20211104 2053200000,think,1,0.0,0
612,"['invest', 'stock']",20211104 2051420000,invest stock,2,0.0,0
613,"['former', 'execut', 'su', 'gender', 'discrimin', 'ahead', 'compani', 'seek', 'rais', 'busi']",20211104 2043200000,former execut su gender discrimin ahead compani seek rais busi,10,0.0,0
614,"['sure', 'get', 'quit', 'lightn', 'come', 'soon', 'great', 'recent', 'pay', 'junk', 'could', 'stay', 'resili', 'ralli', 'execut', 'well']",20211104 2032370000,sure get quit lightn come soon great recent pay junk could stay resili ralli execut well,16,0.7964,0
615,"['go', 'amaz', 'tomorrow', 'public', 'earn', 'aurora']",20211104 2022020000,go amaz tomorrow public earn aurora,6,0.0,0
616,"['instal', 'advisor', 'commentari', 'marc', 'market', 'rebound', 'suppli', 'chain', 'could', 'disrupt', 'holiday', 'shop', 'automot']",20211104 2003000000,instal advisor commentari marc market rebound suppli chain could disrupt holiday shop automot,13,0.4019,-1
617,"['former', 'execut', 'su', 'gender', 'discrimin', 'ahead', 'compani', 'seek', 'billion', 'rais', 'busi']",20211104 2002530000,former execut su gender discrimin ahead compani seek billion rais busi,11,0.0,0
618,"['anoth', 'nice', 'day', 'tech', 'upgrad']",20211104 2001570000,anoth nice day tech upgrad,5,0.4215,1
620,"['move', 'mostli', 'relat']",20211104 1938490000,move mostli relat,3,0.0,0
621,"['spin', 'market', 'valu', 'f']",20211104 1914190000,spin market valu f,4,0.0,0
622,['spin'],20211104 1911410000,spin,1,0.0,0
623,"['baba', 'stake']",20211104 1906440000,baba stake,2,0.0,0
624,"['automot', 'target', 'valuat', 'b', 'compani', 'said', 'sell', 'million', 'price', 'rang', 'trade']",20211104 1906000000,automot target valuat b compani said sell million price rang trade,11,0.0,0
625,"['billion', 'valuat', 'upcom']",20211104 1904040000,billion valuat upcom,3,0.0,0
627,"['invest', 'ahead', 'next']",20211104 1852070000,invest ahead next,3,0.0,0
628,['na'],20211104 1844300000,na,1,0.0,0
629,"['stock', 'split', 'could', 'next', 'could', 'crazi']",20211104 1839170000,stock split could next could crazi,6,0.0,-1
630,"['spin', 'market', 'valu']",20211104 1817350000,spin market valu,3,0.0,0
631,"['valu', 'ford', 'valu', 'electr', 'pick', 'start', 'roll', 'product', 'line', 'intrigu', 'question', 'col', 'particularli', 'given', 'like', 'much', 'higher', 'product']",20211104 1813240000,valu ford valu electr pick start roll product line intrigu question col particularli given like much higher product,18,0.3612,0
632,"['expect', 'run', 'debat', 'whether', 'ride', 'run', 'next', 'week', 'endur', 'truck', 'doesnt', 'look', 'bad', 'might', 'pick', 'late']",20211104 1811210000,expect run debat whether ride run next week endur truck doesnt look bad might pick late,16,0.431,0
633,"['spin', 'market', 'valu']",20211104 1808520000,spin market valu,3,0.0,0
634,['come'],20211104 1802270000,come,1,0.0,0
635,"['could', 'worth', 'nearli', 'much', 'honda', 'us']",20211104 1720080000,could worth nearli much honda us,6,0.2263,0
636,"['look', 'good', 'hope', 'bought', 'one', 'though']",20211104 1715360000,look good hope bought one though,6,0.7003,0
637,"['seen', 'increas', 'new', 'upcom', 'retail', 'broker', 'offer']",20211104 1712190000,seen increas new upcom retail broker offer,7,0.0,0
638,"['look', 'good', 'hope', 'bought', 'one', 'though']",20211104 1711290000,look good hope bought one though,6,0.7003,0
639,"['la', 'di']",20211104 1702510000,la di,2,0.0,0
640,"['f', 'unusu', 'upsid', 'call', 'ford', 'like', 'ford', 'stake', 'w', 'shi', 'cap', 'like', 'temp', 'pass', 'forget', 'retail', 'broker', 'w']",20211104 1701420000,f unusu upsid call ford like ford stake w shi cap like temp pass forget retail broker w,18,0.4767,0
641,"['agre', 'topic', 'sure', 'saw', 'offer', 'retail', 'share', 'price']",20211104 1657340000,agre topic sure saw offer retail share price,8,0.5423,0
642,"['avail', 'let', 'invest', 'hood', 'also', 'need', 'list']",20211104 1614320000,avail let invest hood also need list,7,0.0,0
643,"['electr', 'vehicl', 'maker', 'rais', 'billion', 'via']",20211104 1613230000,electr vehicl maker rais billion via,6,0.0,0
644,"['offer', 'invest', 'via']",20211104 1609320000,offer invest via,3,0.0,0
645,['f'],20211104 1557530000,f,1,0.0,0
647,"['surg', 'ahead', 'hotli', 'stock']",20211104 1548300000,surg ahead hotli stock,4,0.0,0
648,"['even', 'valuat', 'dont', 'buy']",20211104 1545260000,even valuat dont buy,4,0.0,0
649,"['great', 'articl', 'regard', 'havent', 'avail', 'us']",20211104 1544180000,great articl regard havent avail us,6,0.6249,0
650,"['start', 'like', 'lot', 'wallet', 'practic', 'free', 'money', 'next', 'babi']",20211104 1536020000,start like lot wallet practic free money next babi,9,0.7003,0
651,"['didnt', 'expect', 'run', 'hold', 'ford', 'love', 'get', 'think', 'like', 'ford', 'much', 'better', 'till']",20211104 1526240000,didnt expect run hold ford love get think like ford much better till,13,0.8625,0
652,"['baba', 'stake', 'son', 'yahoo', 'baba', 'deal', 'price', 'tam', 'truck', 'extrem', 'lucr', 'order', 'boatload', 'prime', 'deliveri', 'see', 'stake', 'grow', 'side', 'deal', 'custom']",20211104 1511460000,baba stake son yahoo baba deal price tam truck extrem lucr order boatload prime deliveri see stake grow side deal custom,21,0.0,0
653,"['move', 'scale']",20211104 1454410000,move scale,2,0.0,0
654,"['think', 'next', 'week']",20211104 1438350000,think next week,3,0.0,0
655,"['even', 'valuat', 'dont', 'buy']",20211104 1423240000,even valuat dont buy,4,0.0,0
656,"['due', 'think', 'gon', 'na', 'price', 'higher', 'rang', 'gon', 'na', 'realli', 'well', 'peopl', 'sell', 'rais', 'fund']",20211104 1419310000,due think gon na price higher rang gon na realli well peopl sell rais fund,15,0.2732,1
657,"['caution', 'get', 'giddi', 'never', 'turn', 'well', 'happi', 'hear', 'run', 'pull', 'rest', 'market']",20211104 1412310000,caution get giddi never turn well happi hear run pull rest market,12,-0.2057,0
